Teams,HomeTeams,Date,Location
Fresno State FRES,San José State SJSU,20210108,"Provident Credit Union Event Center, San Jose, CA"
Boise State BSU,Air Force AFA,20210108,"Clune Arena, Colorado Springs, CO"
Long Island University LIU,St. Francis (PA) SFPA,20210108,"DeGol Arena, Loretto, PA"
St. Francis (BKN) SFBK,Mt. St. Mary's MSM,20210108,"Knott Arena, Emmitsburg, MD"
Bryant BRY,Central Connecticut State CCSU,20210108,"William H. Detrick Gymnasium, New Britain, CT"
Merrimack MRMK,Sacred Heart SHU,20210108,"William H. Pitt Center, Fairfield, CT"
Niagara NIAG,Rider RID,20210108,"Alumni Gymnasium , Lawrenceville, NJ"
Manhattan MAN,Marist MRST,20210108,"McCann Arena, Poughkeepsie, NY"
Quinnipiac QUIN,Iona IONA,20210108,"Hynes Athletics Center, New Rochelle, NY"
Saint Peter's SPU,Fairfield FAIR,20210108,"Webster Bank Arena, Bridgeport, CT"
Monmouth MONM,Canisius CAN,20210108,"Koessler Athletic Center, Buffalo, NY"
UTSA UTSA,North Texas UNT,20210108,"UNT Coliseum, Denton, TX"
North Dakota UND,Oral Roberts ORU,20210108,"Mabee Center, Tulsa, OK"
Western Illinois WIU,South Dakota State SDST,20210108,"Frost Arena, Brookings, SD"
South Dakota SDAK,UM Kansas City UMKC,20210108,"Swinney Recreation Center, Kansas City, MO"
Omaha OMA,North Dakota State NDSU,20210108,"Scheels Center, Fargo, ND"
Purdue Fort Wayne PFW,Milwaukee MILW,20210108,"Klotsche Center, Milwaukee, WI"
Oakland OAK,Youngstown State YSU,20210108,"Beeghly Center, Youngstown, OH"
Northern Kentucky NKU,IUPUI IUPU,20210108,"IUPUI Gymnasium, Indianapolis, IN"
UIC UIC,Robert Morris RMU,20210108,"UPMC Events Center, Moon Township, PA"
Detroit Mercy DET,Green Bay GB,20210108,"Kress Events Center, Green Bay, WI"
Wright State WRST,Cleveland State CLEV,20210108,"Wolstein Center, Cleveland, OH"
Coastal Carolina CCU,South Alabama USA,20210108,"Mitchell Center, Mobile, AL"
Dixie State DXST,New Mexico State NMSU,20210108,"Pan American Center, Las Cruces, NM"
Utah Valley UVU,California Baptist CBU,20210108,"CBU Events Center, Riverside, CA"
Tarleton TAR,Grand Canyon GCU,20210108,"GCU Arena, Phoenix, AZ"
Chicago State CHIC,UT Rio Grande Valley UTRGV,20210108,"UTRGV Fieldhouse, Edinburg, TX"
Bradley BRAD,Southern Illinois SIU,20210108,"Banterra Center, Carbondale, IL"
UC Riverside UCR,Hawai'i HAW,20210108,"Stan Sheriff Center, Honolulu, HI"
UC Irvine UCI,UC Davis UCD,20210108,"The Pavilion , Davis, CA"
CSU Fullerton CSUF,Long Beach State LBSU,20210108,"Walter Pyramid, Long Beach, CA"
CSU Bakersfield CSUB,Cal Poly CP,20210108,"Robert A. Mott Athletics Center, San Luis Obispo, CA"
Appalachian State APP,Georgia Southern GASO,20210108,"W. S. Hanner Fieldhouse, Statesboro, GA"
Evansville EVAN,Indiana State INST,20210108,"Hulman Center, Terre Haute, IN"
UL Monroe ULM,UT Arlington UTA,20210108,"College Park Center, Arlington, TX"
Texas State TXST,Arkansas State ARST,20210108,"First National Bank Arena, Jonesboro, AR"
Troy TROY,Georgia State GAST,20210108,"GSU Sports Arena, Atlanta, GA"
Louisiana UL,Little Rock UALR,20210108,"Jack Stephens Center, Little Rock, AR"
Iowa State ISU,Texas Tech TTU,20210109,"United Supermarkets Arena, Lubbock, TX"
Portland PORT,Gonzaga GONZ,20210109,"McCarthey Athletic Center, Spokane, WA"
UTEP UTEP,Rice RICE,20210109,"Tudor Fieldhouse, Houston, TX"
New Mexico UNM,Utah State USU,20210109,"Dee Glen Smith Spectrum, Logan, UT"
San Diego State SDSU,Nevada NEV,20210109,"Lawlor Events Center, Reno, NV"
Colorado State CSU,UNLV UNLV,20210109,"Cox Pavilion, Las Vegas, NV"
Niagara NIAG,Rider RID,20210109,"Alumni Gymnasium , Lawrenceville, NJ"
Manhattan MAN,Marist MRST,20210109,"McCann Arena, Poughkeepsie, NY"
Quinnipiac QUIN,Iona IONA,20210109,"Hynes Athletics Center, New Rochelle, NY"
Saint Peter's SPU,Fairfield FAIR,20210109,"Webster Bank Arena, Bridgeport, CT"
Monmouth MONM,Canisius CAN,20210109,"Koessler Athletic Center, Buffalo, NY"
Loyola (MD) L-MD,Navy NAVY,20210109,"Alumni Hall , Annapolis, MD"
Bucknell BUCK,Lafayette LAF,20210109,"Kirby Sports Center, Easton, PA"
Boston University BU,Colgate COLG,20210109,"Cotterell Court, Hamilton, NY"
Holy Cross HC,Army ARMY,20210109,"Christl Arena, West Point, NY"
Lehigh LEH,American AMER,20210109,"Bender Arena, Washington, DC"
Abilene Christian ACU,Texas A&M-CC AMCC,20210109,"American Bank Center, Corpus Christi, TX"
Omaha OMA,North Dakota State NDSU,20210109,"Scheels Center, Fargo, ND"
Western Illinois WIU,South Dakota State SDST,20210109,"Frost Arena, Brookings, SD"
North Dakota UND,Oral Roberts ORU,20210109,"Mabee Center, Tulsa, OK"
South Dakota SDAK,UM Kansas City UMKC,20210109,"Swinney Recreation Center, Kansas City, MO"
Purdue Fort Wayne PFW,Milwaukee MILW,20210109,"Klotsche Center, Milwaukee, WI"
Oakland OAK,Youngstown State YSU,20210109,"Beeghly Center, Youngstown, OH"
Northern Kentucky NKU,IUPUI IUPU,20210109,"IUPUI Gymnasium, Indianapolis, IN"
UIC UIC,Robert Morris RMU,20210109,"UPMC Events Center, Moon Township, PA"
Detroit Mercy DET,Green Bay GB,20210109,"Kress Events Center, Green Bay, WI"
Wright State WRST,Cleveland State CLEV,20210109,"Wolstein Center, Cleveland, OH"
Southeast Missouri State SEMO,Tennessee State TNST,20210109,"Gentry Center, Nashville, TN"
Jacksonville State JVST,Morehead State MORE,20210109,"Ellis T. Johnson Arena, Morehead, KY"
Tennessee Tech TNTC,Eastern Kentucky EKY,20210109,"McBrayer Arena, Richmond, KY"
Presbyterian PRES,South Carolina Upstate SCUP,20210109,"G. B. Hodge Center, Spartanburg, SC"
High Point HPU,Winthrop WIN,20210109,"Winthrop Coliseum, Rock Hill, SC"
Hampton HAMP,UNC Asheville UNCA,20210109,"Kimmel Arena, Asheville, NC"
Charleston Southern CHSO,Radford RAD,20210109,"Donald N. Dedmon Center, Radford, VA"
Longwood LONG,Campbell CAMP,20210109,"John W. Pope Jr. Convocation Center, Buies Creek, NC"
SE Louisiana SELA,Nicholls State NICH,20210109,"David R. Stopher Gymnasium, Thibodaux, LA"
Houston Baptist HBU,Lamar LAM,20210109,"Montagne Center, Beaumont, TX"
Coastal Carolina CCU,South Alabama USA,20210109,"Mitchell Center, Mobile, AL"
Binghamton BING,Vermont UVM,20210109,"Patrick Gymnasium, Burlington, VT"
Albany ALB,Stony Brook STBK,20210109,"Island FCU Arena, Stony Brook, NY"
New Hampshire UNH,UMBC UMBC,20210109,"UMBC Event Center, Baltimore, MD"
NJIT NJIT,Maine ME,20210109,"Cross Insurance Center, Bangor, ME"
UMass Lowell UML,Hartford HART,20210109,"Chase Arena, West Hartford, CT"
Texas Southern TXSO,Prairie View A&M PV,20210109,"William Nicks Building, Prairie View, TX"
Southern SOU,Grambling GRAM,20210109,"Fredrick C. Hobdy Assembly Center, Grambling, LA"
Alcorn State ALCN,Jackson State JKST,20210109,"Lee E. Williams Athletic and Assembly Center, Jackson, MS"
Alabama State ALST,Arkansas-Pine Bluff ARPB,20210109,"H. O. Clemmons Arena, Pine Bluff, AR"
Alabama A&M AAMU,Mississippi Valley State MVSU,20210109,"Robert W. Harrison HPER Complex, Itta Bena, MS"
North Florida UNF,Kennesaw State KENN,20210109,"KSU Convocation Center, Kennesaw, GA"
North Alabama UNA,Stetson STET,20210109,"Edmunds Center, Deland, FL"
Bellarmine BELL,Lipscomb LIP,20210109,"Allen Arena, Nashville, TN"
UAB UAB,Southern Miss USM,20210109,"Reed Green Coliseum, Hattiesburg, MS"
UTSA UTSA,North Texas UNT,20210109,"UNT Coliseum, Denton, TX"
Marshall MRSH,Charlotte CLT,20210109,"Dale F. Halton Arena, Charlotte, NC"
Western Kentucky WKU,Louisiana Tech LT,20210109,"Thomas Assembly Center, Ruston, LA"
Middle Tennessee MTSU,Florida International FIU,20210109,"Ocean Bank Convocation Center, Miami, FL"
Dixie State DXST,New Mexico State NMSU,20210109,"Pan American Center, Las Cruces, NM"
Utah Valley UVU,California Baptist CBU,20210109,"CBU Events Center, Riverside, CA"
Tarleton TAR,Grand Canyon GCU,20210109,"GCU Arena, Phoenix, AZ"
Chicago State CHIC,UT Rio Grande Valley UTRGV,20210109,"UTRGV Fieldhouse, Edinburg, TX"
Western Carolina WCU,Mercer MER,20210109,"Hawkins Arena, Macon, GA"
UNC Greensboro UNCG,Samford SAM,20210109,"Pete Hanna Center, Birmingham, AL"
Wofford WOF,Furman FUR,20210109,"Timmons Arena, Greenville, SC"
East Tennessee State ETSU,Chattanooga CHAT,20210109,"McKenzie Arena, Chattanooga, TN"
Valparaiso VAL,Drake DRKE,20210109,"The Knapp Center, Des Moines, IA"
Loyola Chicago LUC,Northern Iowa UNI,20210109,"McLeod Center, Cedar Falls, IA"
Florida A&M FAMU,North Carolina Central NCCU,20210109,"McDougald-McLendon Arena, Durham, NC"
Delaware State DSU,Morgan State MORG,20210109,"Hill Field House, Baltimore, MD"
Howard HOW,Coppin State COPP,20210109,"Physical Education Complex, Baltimore, MD"
Miami (OH) M-OH,Akron AKR,20210109,"James A. Rhodes Arena, Akron, OH"
Eastern Michigan EMU,Western Michigan WMU,20210109,"University Arena , Kalamazoo, MI"
Ball State BALL,Kent State KENT,20210109,"M.A.C. Center, Kent, OH"
Central Michigan CMU,Buffalo BUFF,20210109,"Alumni Arena, Buffalo, NY"
Toledo TOL,Ohio OHIO,20210109,"Convocation Center , Athens, OH"
Northeastern NE,Hofstra HOF,20210109,"David S. Mack Sports and Exhibition Complex, Hempstead, NY"
Elon ELON,Towson TOW,20210109,"SECU Arena, Towson, MD"
William & Mary W&M,Delaware DEL,20210109,"Bob Carpenter Center, Newark, DE"
Charleston COFC,Drexel DREX,20210109,"Daskalakis Athletic Center, Philadelphia, PA"
UNC Wilmington UNCW,James Madison JMU,20210109,"Atlantic Union Bank Center, Harrisonburg, VA"
San Francisco SF,Saint Mary's SMC,20210109,"University Credit Union Pavilion, Moraga, CA"
BYU BYU,Pepperdine PEPP,20210109,"Firestone Fieldhouse, Malibu, CA"
Santa Clara SCU,Pacific PAC,20210109,"Alex G. Spanos Center, Stockton, CA"
San Diego USD,Loyola Marymount LMU,20210109,"Gersten Pavilion, Los Angeles, CA"
UC Riverside UCR,Hawai'i HAW,20210109,"Stan Sheriff Center, Honolulu, HI"
UC Irvine UCI,UC Davis UCD,20210109,"The Pavilion , Davis, CA"
CSU Fullerton CSUF,Long Beach State LBSU,20210109,"Walter Pyramid, Long Beach, CA"
CSU Bakersfield CSUB,Cal Poly CP,20210109,"Robert A. Mott Athletics Center, San Luis Obispo, CA"
Portland State PRST,Sacramento State SAC,20210109,"The Nest, Sacramento, CA"
Northern Colorado UNCO,Montana State MTST,20210109,"Worthington Arena, Bozeman, MT"
Northern Arizona NAU,Idaho State IDST,20210109,"Reed Gym, Pocatello, ID"
Southern Utah SUU,Idaho IDHO,20210109,"Cowan Spectrum, Moscow, ID"
Texas TEX,West Virginia WVU,20210109,"WVU Coliseum, Morgantown, WV"
Kansas KU,Oklahoma State OKST,20210109,"Gallagher-Iba Arena, Stillwater, OK"
TCU TCU,Oklahoma OU,20210109,"Lloyd Noble Center, Norman, OK"
Northern Illinois NIU,Bowling Green BGSU,20210109,"Stroh Center, Bowling Green, OH"
Northwestern State NWST,McNeese State MCNS,20210109,"Burton Coliseum, Lake Charles, LA"
UT Martin UTM,Belmont BEL,20210109,"Curb Event Center Arena, Nashville, TN"
Austin Peay APSU,Eastern Illinois EIU,20210109,"Lantz Arena, Charleston, IL"
Sam Houston State SHSU,Central Arkansas CARK,20210109,"Farris Center, Conway, AR"
Old Dominion ODU,Florida Atlantic FAU,20210109,"FAU Arena, Boca Raton, FL"
UL Monroe ULM,UT Arlington UTA,20210109,"College Park Center, Arlington, TX"
Weber State WEB,Eastern Washington EWU,20210109,"Reese Court, Cheney, WA"
Incarnate Word UIW,New Orleans UNO,20210109,"Lakefront Arena, New Orleans, LA"
Appalachian State APP,Georgia Southern GASO,20210109,"W. S. Hanner Fieldhouse, Statesboro, GA"
Louisiana UL,Little Rock UALR,20210109,"Jack Stephens Center, Little Rock, AR"
Troy TROY,Georgia State GAST,20210109,"GSU Sports Arena, Atlanta, GA"
Texas State TXST,Arkansas State ARST,20210109,"First National Bank Arena, Jonesboro, AR"
Murray State MURR,SIU Edwardsville SIUE,20210109,"First Community Arena at the Vadalabene Center, Edwardsville, IL"
Liberty LIB,Florida Gulf Coast FGCU,20210109,"Alico Arena, Fort Myers, FL"
South Carolina SC,Kentucky UK,20210110,"Memorial Coliseum , Lexington, KY"
Oregon State ORST,Stanford STAN,20210110,"Maples Pavilion, Stanford, CA"
Kansas State KSU,Baylor BAY,20210110,"Ferrell Center, Waco, TX"
Louisville LOU,Florida State FSU,20210110,"Donald L. Tucker Center, Tallahassee, FL"
Ole Miss MISS,Mississippi State MSST,20210110,"Humphrey Coliseum, Starkville, MS"
Arizona ARIZ,Washington State WSU,20210110,"Friel Court at Beasley Coliseum, Pullman, WA"
NC State NCST,Wake Forest WAKE,20210110,"Lawrence Joel Coliseum, Winston-Salem, NC"
Utah UTAH,UCLA UCLA,20210110,"Pauley Pavilion presented by Wescom, Los Angeles, CA"
Oregon ORE,California CAL,20210110,"Haas Pavilion, Berkeley, CA"
Texas A&M TA&M,Arkansas ARK,20210110,"Bud Walton Arena, Fayetteville, AR"
Notre Dame ND,Syracuse SYR,20210110,"Carrier Dome, Syracuse, NY"
Bradley BRAD,Missouri State MOST,20210110,"JQH Arena, Springfield, MO"
Colorado COLO,USC USC,20210110,"Galen Center, Los Angeles, CA"
Arizona State ASU,Washington WASH,20210110,"Alaska Airlines Arena, Seattle, WA"
Fresno State FRES,San José State SJSU,20210110,"Provident Credit Union Event Center, San Jose, CA"
Tennessee TENN,LSU LSU,20210110,"Pete Maravich Assembly Center, Baton Rouge, LA"
Florida FLA,Georgia UGA,20210110,"Stegeman Coliseum, Athens, GA"
Missouri MIZ,Auburn AUB,20210110,"Auburn Arena, Auburn, AL"
Alabama ALA,Vanderbilt VAN,20210110,"Memorial Gymnasium , Nashville, TN"
Clemson CLEM,Pittsburgh PITT,20210110,"Petersen Events Center, Pittsburgh, PA"
North Carolina UNC,Miami MIA,20210110,"Watsco Center, Coral Gables, FL"
Virginia Tech VT,Georgia Tech GT,20210110,"McCamish Pavilion, Atlanta, GA"
Duke DUKE,Boston College BC,20210110,"Silvio O. Conte Forum, Chestnut Hill, MA"
Navy NAVY,Loyola (MD) L-MD,20210110,"Reitz Arena, Baltimore, MD"
American AMER,Lehigh LEH,20210110,"Stabler Arena, Bethlehem, PA"
Army ARMY,Holy Cross HC,20210110,"Hart Center, Worcester, MA"
Boston University BU,Colgate COLG,20210110,"Cotterell Court, Hamilton, NY"
Lafayette LAF,Bucknell BUCK,20210110,"Sojka Pavilion, Lewisburg, PA"
Presbyterian PRES,South Carolina Upstate SCUP,20210110,"G. B. Hodge Center, Spartanburg, SC"
High Point HPU,Winthrop WIN,20210110,"Winthrop Coliseum, Rock Hill, SC"
Hampton HAMP,UNC Asheville UNCA,20210110,"Kimmel Arena, Asheville, NC"
Charleston Southern CHSO,Radford RAD,20210110,"Donald N. Dedmon Center, Radford, VA"
Longwood LONG,Campbell CAMP,20210110,"John W. Pope Jr. Convocation Center, Buies Creek, NC"
Binghamton BING,Vermont UVM,20210110,"Patrick Gymnasium, Burlington, VT"
Albany ALB,Stony Brook STBK,20210110,"Island FCU Arena, Stony Brook, NY"
New Hampshire UNH,UMBC UMBC,20210110,"UMBC Event Center, Baltimore, MD"
NJIT NJIT,Maine ME,20210110,"Cross Insurance Center, Bangor, ME"
UMass Lowell UML,Hartford HART,20210110,"Chase Arena, West Hartford, CT"
North Florida UNF,Kennesaw State KENN,20210110,"KSU Convocation Center, Kennesaw, GA"
North Alabama UNA,Stetson STET,20210110,"Edmunds Center, Deland, FL"
Bellarmine BELL,Lipscomb LIP,20210110,"Allen Arena, Nashville, TN"
Illinois State ILST,Southern Illinois SIU,20210110,"Banterra Center, Carbondale, IL"
Elon ELON,Towson TOW,20210110,"SECU Arena, Towson, MD"
William & Mary W&M,Delaware DEL,20210110,"Bob Carpenter Center, Newark, DE"
Charleston COFC,Drexel DREX,20210110,"Daskalakis Athletic Center, Philadelphia, PA"
UNC Wilmington UNCW,James Madison JMU,20210110,"Atlantic Union Bank Center, Harrisonburg, VA"
Liberty LIB,Florida Gulf Coast FGCU,20210110,"Alico Arena, Fort Myers, FL"
